Parameter,Parameter Code,Method Code,Recording Mode,Collection Description,Analysis Description,Method Type,Reference Method ID,Equivalent Method,Federal MDL,Min Value,Max Value,Digits,Round Truncate Indicator,Units
Acrolein - Unverified,43505,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Acrolein - Unverified,43505,153,Intermittent,Pressurized Canister,GC with Multiple Detectors,,,,3,-3,,2,R,Parts per billion Carbon
Acrolein - Unverified,43505,156,Intermittent,"Cartridge DNPH on Silica, Heated O3 Denuder",HPLC Photo Diode Array,,,,0.243,-0.243,,1,R,Parts per billion Carbon
Acrolein - Unverified,43505,165,Intermittent,ATEC2400 W/Waters Silica DNPH,HP LC-1050 W/Diode Array Detector,,,,0.003,-0.003,,2,R,Parts per billion Carbon
Acrolein - Unverified,43505,166,Intermittent,ATEC 2400 W/Waters Silica DNPH,TO-11 Dionex DX-300 Ion Chrmtg,,,,0.003,-0.003,,2,R,Parts per billion Carbon
Acrolein - Unverified,43505,171,Intermittent,6L Pressurized Canister,Precon Saturn GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Acrolein - Unverified,43505,172,Intermittent,6L Pressurized Canister,Precon HP GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Acrolein - Unverified,43505,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Acrolein - Unverified,43505,176,Intermittent,6L SUBATM SS CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.24,-0.24,,2,R,Parts per billion Carbon
Acrolein - Unverified,43505,179,Intermittent,ATEC 2400 W/WATERS SILICA DNPH,Liquid Chromatography  w/diode array detection,,,,0.03,-0.03,,2,R,Parts per billion Carbon
Acrolein - Unverified,43505,202,Intermittent,SILICA-DNPH-CART-KI O3 SCRUB,HPLC ULTRAVIOLET ABSORPTION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Acrolein - Unverified,43505,210,Intermittent,SS 6L Pressurized Canister,Cryogenic Precon GC/MS,,,,0.06,-0.06,,3,R,Parts per billion Carbon
Acrolein - Unverified,43505,211,Intermittent,SS Canister Subambient Pressure,Gas Chromatograph Mass Spectro,,,,0.48,-0.48,,2,R,Parts per billion Carbon
Acrolein - Verified,43509,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Acrolein - Verified,43509,109,Intermittent,SS-CANISTER-SUBAMBIENT-PRESURE,GAS CHROMATOGRAPH MASS SELECTIV DET,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Acrolein - Verified,43509,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Acrolein - Verified,43509,113,Intermittent,SS-Canister_Pressurized,Capillary GC ITD Mass Spectro,,,,0.03,-0.03,,2,R,Parts per billion Carbon
Acrolein - Verified,43509,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Acrolein - Verified,43509,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Acrolein - Verified,43509,136,Intermittent,6L Pressurized Canister,Entech Precon w/Agilent GC/MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Acrolein - Verified,43509,145,Intermittent,"6 L SS Canister Subamb press, passive coll",GC/Mass Spectro,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Acrolein - Verified,43509,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Acrolein - Verified,43509,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Acrolein - Verified,43509,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Acrolein - Verified,43509,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Acrolein - Verified,43509,153,Intermittent,Pressurized Canister,GC with Multiple Detectors,,,,3,-3,,2,R,Parts per billion Carbon
Acrolein - Verified,43509,171,Intermittent,6L Pressurized Canister,Precon Saturn GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Acrolein - Verified,43509,172,Intermittent,6L Pressurized Canister,Precon HP GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Acrolein - Verified,43509,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Acrolein - Verified,43509,176,Intermittent,6L SUBATM SS CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.24,-0.24,,2,R,Parts per billion Carbon
Acrolein - Verified,43509,210,Intermittent,SS 6L Pressurized Canister,Cryogenic Precon GC/MS,,,,0.06,-0.06,,3,R,Parts per billion Carbon
Acrolein - Verified,43509,211,Intermittent,SS Canister Subambient Pressure,Gas Chromatograph Mass Spectro,,,,0.48,-0.48,,2,R,Parts per billion Carbon
Acrylonitrile,43704,101,Intermittent,Canister Subambient Pressure,Multi Detector GC,,,,0.06,-0.06,,2,R,Parts per billion Carbon
Acrylonitrile,43704,109,Intermittent,SS-CANISTER-SUBAMBIENT-PRESURE,GAS CHROMATOGRAPH MASS SELECTIV DET,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Acrylonitrile,43704,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.2,-0.2,,1,R,Parts per billion Carbon
Acrylonitrile,43704,113,Intermittent,SS-CANISTER-PRESSURIZED,CAPILLARY GC ITD MASS SPECTRO,,,,0.01,-0.01,,2,R,Parts per billion Carbon
Acrylonitrile,43704,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,0.32,-0.32,,3,R,Parts per billion Carbon
Acrylonitrile,43704,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Acrylonitrile,43704,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Acrylonitrile,43704,136,Continuous,Instrumental,ENTECH 2000 W/MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Acrylonitrile,43704,145,Intermittent,"6 L SS Canister Subamb press, passive coll",GC/Mass Spectro,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Acrylonitrile,43704,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Acrylonitrile,43704,150,Intermittent,SS 6L - PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Acrylonitrile,43704,153,Intermittent,Pressurized Canister,GC with Multiple Detectors,,,,0.3,-0.3,,2,R,Parts per billion Carbon
Acrylonitrile,43704,171,Intermittent,6L Pressurized Canister,Precon Saturn GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Acrylonitrile,43704,172,Intermittent,6L Pressurized Canister,Precon HP GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Acrylonitrile,43704,176,Intermittent,6L SUBATM SS CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.24,-0.24,,2,R,Parts per billion Carbon
Acrylonitrile,43704,210,Intermittent,SS 6L Pressurized Canister,Cryogenic Precon GC/MS,,,,0.06,-0.06,,3,R,Parts per billion Carbon
Acrylonitrile,43704,211,Intermittent,SS Canister Subambient Pressure,Gas Chromatograph Mass Spectro,,,,0.42,-0.42,,2,R,Parts per billion Carbon
Aerosol Extinction PM2.5 LC,88341,899,Intermittent,Unknown-Unknown,#,,,,0.002,,,3,,Inverse Megameters
Aldehydes,43501,11,Continuous,INSTRUMENTAL,COLORIMETRIC,,,,8,-8,,0,R,Parts per billion Carbon
Aldehydes,43501,81,Intermittent,GAS-BUBBLER,COLORIMETRIC,,,,1.6,-1.6,,1,R,Parts per billion Carbon
Aldehydes,43501,91,Intermittent,GAS-BUBBLER,MBTH,,,,8,-8,,0,R,Parts per billion Carbon
Aldehydes,43501,92,Intermittent,GAS-BUBBLER,PARAROSANILINE,,,,8,-8,,0,R,Parts per billion Carbon
Aldehydes,43501,202,Intermittent,SILICA-DNPH-CART-KI O3 SCRUB,HPLC ULTRAVIOLET ABSORPTION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Aldrin,43159,167,Intermittent,GMW HI VOL 2000H,FINNIGAN MAGNUM GC/MS,,,,3,-3,,1,R,Nanograms/cubic meter (25 C)
Aldrin,43159,178,Intermittent,Hi Vol PUF/XAD,GC-MS,,,,0.5,-0.5,,2,R,Nanograms/cubic meter (25 C)
Alkalinity (precip),65331,81,Intermittent,PRECIP,ACID TITRATION,,,,0.01,0,,2,R,Microequivalence/liter
Alpha radiation (TSP),11301,91,Intermittent,HI-VOL,PROPORTIONAL COUNTER,,,,0.0002,0,,4,R,Picocuries/cubic meter
Alpha-terpinene (TSP) STP,17835,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,,,,10.4,0,,2,R,Nanograms/cubic meter (25 C)
Aluminum (TSP) LC,14101,89,Intermittent,HI-VOL,ICP/MS W/QUARTZ FILTER,,,,0.0047,0,,2,R,Micrograms/cubic meter (LC)
Aluminum (TSP) LC,14101,90,Intermittent,HI-VOL,Emission Spectra ICAP,,,,0.01,0,,2,R,Micrograms/cubic meter (LC)
Aluminum (TSP) LC,14101,108,Intermittent,Hi-Vol,ICP Mass Spec w Glass Filters,,,,3E-05,,,5,R,Micrograms/cubic meter (LC)
Aluminum (TSP) STP,12101,89,Intermittent,HI-VOL,ICP/MS W/QUARTZ FILTER,,,,0.0047,0,,3,R,Micrograms/cubic meter (25 C)
Aluminum (TSP) STP,12101,90,Intermittent,HI-VOL,EMISSION SPECTRA ICAP,,,,0.01,0,,2,R,Micrograms/cubic meter (25 C)
Aluminum (TSP) STP,12101,92,Intermittent,HI-VOL,ATOMIC ABSORPTION,,,,0.01,0,,2,R,Micrograms/cubic meter (25 C)
Aluminum (TSP) STP,12101,96,Intermittent,HI-VOL,X-RAY FLUORESCENCE,,,,0.5,0,,1,R,Micrograms/cubic meter (25 C)
Aluminum (TSP) STP,12101,108,Intermittent,Hi-Vol,ICP Mass Spec w Glass Filters,,,,2E-05,0,,5,R,Micrograms/cubic meter (25 C)
Aluminum (TSP) STP,12101,114,Intermittent,OR Med-Vol TSP Teflon,X-ray Fluorescence,,,,1E-05,0,,5,R,Micrograms/cubic meter (25 C)
Aluminum (TSP) STP,12101,115,Intermittent,OR Med-Vol TSP Teflon,ICP/MS,,,,1E-05,0,,5,R,Micrograms/cubic meter (25 C)
Aluminum (TSP) STP,12101,304,Intermittent,LO-VOL-XONTECH 920 or 924- TEFLON,X-RAY FLUORESCENCE,,,,0.005,0,,3,R,Micrograms/cubic meter (25 C)
Aluminum (TSP) STP,12101,905,Intermittent,SKC Pump Filter,ICP/AES NIOSH 7300,,,,1.74,,,2,R,Micrograms/cubic meter (25 C)
Aluminum (TSP) STP,12101,910,Intermittent,SKC Pump Filter,MOd NISH 7300/6010B SOP 1813,,,,0.1861,0,,4,R,Micrograms/cubic meter (25 C)
Aluminum (precip),65342,82,Intermittent,PRECIP,ATOMIC ABSORPTION,,,,0.005,0,,1,R,Milligrams/liter
Aluminum (precip),65342,85,Intermittent,ANDERSON RAINFALL BUCKET,EMISSION SPECTRA ICAP,,,,0.05,0,,3,R,Milligrams/liter
Aluminum PM10 LC,85104,817,Intermittent,R&P FRM PM2.5 mod for PM10,X-ray Fluorescence,,,,4,0,,0,R,Nanograms/cubic meter (LC)
Aluminum PM10 LC,85104,889,Intermittent,Model 2025 PM10 Sequential Teflon,Energy Dispersive XRF,,,,4.36,0,,1,R,Nanograms/cubic meter (LC)
Aluminum PM10 LC,85104,903,Intermittent,BGI PQ200/200A,ICP-MS,,,,64,,,2,R,Nanograms/cubic meter (LC)
Aluminum PM10 STP,82101,69,Intermittent,HIVOL-SA/GMW-321-B,EMISSION SPECTRA ICAP,,,,10,0,,0,R,Nanograms/cubic meter (25 C)
Aluminum PM10 STP,82101,85,Intermittent,HI-VOL-SA/GMW-1200,EMISSION SPECTRA ICAP,,,,10,0,,0,R,Nanograms/cubic meter (25 C)
Aluminum PM10 STP,82101,89,Intermittent,HI-VOL,ICP/MS W/QUARTZ FILTER,,,,0,,,2,R,Nanograms/cubic meter (25 C)
Aluminum PM10 STP,82101,101,Intermittent,HI-VOL-SA321A,ATOMIC ABSORPTION,,,,10,0,,-1,R,Nanograms/cubic meter (25 C)
Aluminum PM10 STP,82101,102,Intermittent,HI-VOL-SA/GMW1200,ATOMIC ABSORPTION,,,,10,0,,-1,R,Nanograms/cubic meter (25 C)
Aluminum PM10 STP,82101,103,Intermittent,HI-VOL-WEDDING-INLET,ATOMIC ABSORPTION,,,,10,0,,-1,R,Nanograms/cubic meter (25 C)
Aluminum PM10 STP,82101,106,Intermittent,HI-VOL Wedding Inlet,Emission Spectra ICAP,,,,27,0,,0,R,Nanograms/cubic meter (25 C)
Aluminum PM10 STP,82101,107,Intermittent,HI-VOL-SA/GMW-321-B,Emission Spectra ICAP,,,,14,0,,0,R,Nanograms/cubic meter (25 C)
Aluminum PM10 STP,82101,303,Intermittent,LO-VOL-DICHOTOMOUS-SA246B-IN,X-RAY FLUORESCENCE,,,,4,0,,0,R,Nanograms/cubic meter (25 C)
Aluminum PM10 STP,82101,304,Intermittent,Hi-Vol-SA/GMW-1200,X-Ray Fluorescence,,,,5,0,,0,R,Nanograms/cubic meter (25 C)
Aluminum PM10-2.5 LC,86104,884,Intermittent,Model 2025 Dichot Sequential Teflon,Energy Dispersive XRF,,,,0.00436,0,,4,R,Micrograms/cubic meter (LC)
Aluminum PM10-2.5 STP,83101,303,Intermittent,LO-VOL-DICHOTOMOUS-SA246B-IN,X-RAY FLUORESCENCE,,,,0.004,0,,3,R,Micrograms/cubic meter (25 C)
Aluminum PM2.5 LC,88104,800,Intermittent,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,,0.002,,,3,R,Micrograms/cubic meter (LC)
Aluminum PM2.5 LC,88104,801,Intermittent,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 3.5 sq. cm.",X-Ray Fluorescence,,,,0.002,,,3,R,Micrograms/cubic meter (LC)
Aluminum PM2.5 LC,88104,802,Intermittent,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",Proton Induced X-Ray Excitation,,,,0.002,,,3,R,Micrograms/cubic meter (LC)
Aluminum PM2.5 LC,88104,811,Intermittent,Met One SASS Teflon,Energy dispersive XRF,,,,0.01088,,,3,R,Micrograms/cubic meter (LC)
Aluminum PM2.5 LC,88104,821,Intermittent,Andersen RAAS Teflon,Energy Dispersive XRF,,,,0.00436,,,3,R,Micrograms/cubic meter (LC)
Aluminum PM2.5 LC,88104,831,Intermittent,URG MASS400 Teflon WINS,Energy Dispersive XRF,,,,0.00436,,,3,R,Micrograms/cubic meter (LC)
Aluminum PM2.5 LC,88104,841,Intermittent,R & P Model 2025 PM2.5 Sequential Teflon,Energy Dispersive XRF,,,,0.00436,,,3,R,Micrograms/cubic meter (LC)
Aluminum PM2.5 LC,88104,846,Intermittent,R & P Model 2025 PM2.5 Sequential Teflon VSCC,Energy Dispersive XRF,,,,0.00436,,,3,R,Micrograms/cubic meter (LC)
Aluminum PM2.5 LC,88104,851,Intermittent,R&P MDL 2300 PM2.5 SEQ SPEC TEF,ENERGY DISPERSIVE XREF,,,,0.00436,,,3,R,Micrograms/cubic meter (LC)
Aluminum PM2.5 LC,88104,871,Intermittent,URG MASS400 Teflon VSCC,Energy Dispersive XRF,,,,0.00436,,,3,R,Micrograms/cubic meter (LC)
Aluminum PM2.5 LC,88104,884,Intermittent,Model 2025 Dichot Sequential Teflon,Energy Dispersive XRF,,,,0.00436,,,4,R,Micrograms/cubic meter (LC)
Aluminum PM2.5 LC,88104,899,Intermittent,No Method-None,None,,,,0.002,,,3,R,Micrograms/cubic meter (LC)
Aluminum PM2.5 LC,88104,905,Intermittent,R & P Partisol 2000,ICP-MS,,,,0.0006,,,4,R,Micrograms/cubic meter (LC)
Aluminum PM2.5 LC,88104,908,Intermittent,R & P Partisol 2000,X-Ray Fluorescence,,,,0.0004,,,4,R,Micrograms/cubic meter (LC)
Aluminum PM2.5 STP,84101,303,Intermittent,LO-VOL-DICHOTOMOUS-SA246B-IN,X-RAY FLUORESCENCE,,,,0.004,0,,3,R,Micrograms/cubic meter (25 C)
Ambient Max Temperature,68104,116,Intermittent,BGI Model PQ200 PM2.5 Sampler,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,117,Intermittent,R & P Model 2000 PM2.5 Sampler,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,118,Intermittent,R & P Model 2025 PM2.5 Sequent,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,119,Intermittent,Anderson RAAS2.5-100 Sampler,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,120,Intermittent,Anderson RAAS2.5-300 PM2.5 Seq,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,123,Intermittent,Thermo Env Model 605 CAPS,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,126,Intermittent,R - P Co Partisol Model 2000,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,127,Intermittent,R - P Co Partisol Model 2025,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,128,Intermittent,Andersen RAAS2.5-200 PM2.5 Aud,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,129,Intermittent,R & P Co Model 2000 PM-2.5 Audit,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,135,Intermittent,URG-MASS100 Single PM2.5 Sampler,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,136,Intermittent,URG-MASS300 Sequential PM2.5 Sampler,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,142,Intermittent,BGI Models PQ200-VSCC or PQ200A-VSCC,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,143,Intermittent,R & P Model 2000 PM-2.5 FEM Air Sampler,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,144,Intermittent,R & P Model 2000 PM-2.5 FEM Audit Sampler,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,145,Intermittent,R & P Model 2025 PM-2.5 FEM Sequential Air Sampler,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,153,Intermittent,Thermo Electron Model RAAS2.5-100 w/VSCC,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,154,Intermittent,Thermo Electron Model RAAS2.5-200 Audit w/VSCC,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,155,Intermittent,Thermo Electron Model RAAS2.5-300 Sequential w/VSCC,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,780,Continuous,INSTRUMENTAL,ELECTRONIC,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,810,Intermittent,Met One SASS,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,820,Intermittent,Andersen RAAS,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,830,Intermittent,URG MASS400 WINS,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,850,Intermittent,R&P MDL2300 PM2.5 SEQ SPEC,CALCULATION,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,870,Intermittent,URG MASS400 VSCC,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Max Temperature,68104,901,Intermittent,BGI Inc. frmOMNI,Electronic,,,,-40,-40,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,116,Intermittent,BGI Model PQ200 PM2.5 Sampler,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,117,Intermittent,R & P Model 2000 PM2.5 Sampler,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,118,Intermittent,R & P Model 2025 PM2.5 Sequent,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,119,Intermittent,Anderson RAAS2.5-100 Sampler,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,120,Intermittent,Anderson RAAS2.5-300 PM2.5 Seq,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,123,Intermittent,Thermo Env Model 605 CAPS,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,126,Intermittent,R - P Co Partisol Model 2000,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,127,Intermittent,R - P Co Partisol Model 2025,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,128,Intermittent,Andersen RAAS2.5-200 PM2.5 Aud,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,129,Intermittent,R & P Co Model 2000 PM-2.5 Audit,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,135,Intermittent,URG-MASS100 Single PM2.5 Sampler,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,136,Intermittent,URG-MASS300 Sequential PM2.5 Sampler,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,142,Intermittent,BGI Models PQ200-VSCC or PQ200A-VSCC,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,143,Intermittent,R & P Model 2000 PM-2.5 FEM Air Sampler,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,144,Intermittent,R & P Model 2000 PM-2.5 FEM Audit Sampler,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,145,Intermittent,R & P Model 2025 PM-2.5 FEM Sequential Air Sampler,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,153,Intermittent,Thermo Electron Model RAAS2.5-100 w/VSCC,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,154,Intermittent,Thermo Electron Model RAAS2.5-200 Audit w/VSCC,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,155,Intermittent,Thermo Electron Model RAAS2.5-300 Sequential w/VSCC,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,780,Continuous,INSTRUMENTAL,ELECTRONIC,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,810,Intermittent,Met One SASS,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,820,Intermittent,Andersen RAAS,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,830,Intermittent,URG MASS400 WINS,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,850,Intermittent,R&P MDL2300 PM2.5 SEQ SPEC,CALCULATION,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,870,Intermittent,URG MASS400 VSCC,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ambient Min Temperature,68103,901,Intermittent,BGI Inc. frmOMNI,Electronic,,,,-40,-100,55,1,R,Degrees Centigrade
Ammonia,42604,10,Intermittent,Integrated Passive Monitor,Ion Chromatography,,,,0.0001,-0.0001,,4,R,Parts per million
Ammonia,42604,50,Intermittent,ANNULAR DIFUSSION DENUDER,ION CHROMATOGRAPH,,,,3E-05,-3E-05,,5,R,Parts per million
Ammonia,42604,51,Continuous,INSTRUMENTAL,TECO 17 CHEMILUMINESCENCE,,,,0.001,-0.001,,3,R,Parts per million
Ammonia,42604,82,Continuous,INSTRUMENTAL API 201E,Chemiluminescence,,,,0.001,-0.001,,3,R,Parts per million
Ammonia,42604,91,Intermittent,GAS-BUBBLER,NESSLER REAGENT 50ML TUBE+ORIFICE,,,,0.0072,-0.0072,,3,R,Parts per million
Ammonia,42604,92,Intermittent,GAS-BUBBLER,SODIUM PHENOLATE,,,,0.0072,-0.0072,,3,R,Parts per million
Ammonia,42604,93,Continuous,INSTRUMENTAL,MEMBRANE DIFFUSION ELECTROCHEMICAL,,,,1,-1,,0,R,Parts per million
Ammonia,42604,101,Continuous,Instrument Nitrolux,Infrared light/laser based detection,,,,0.0002,-0.0002,,4,R,Parts per million
Ammonia,42604,121,Continuous,INSTRUMENTAL,CHEMILUMINESCENCE,FRM,RFNA-0798-121,DDK CORP MODEL GLN-114E,0.005,-0.005,,3,R,Parts per million
Ammonia,42604,400,Continuous,Instrumental Pranalytica Mdl # 200,Laser Photo Acoustic Spectrograph,,,,0.0002,-0.0002,,4,R,Parts per million
Ammonia,42604,592,Continuous,Instrumental,Chemiluminescence Ecotech EC9842T,,,,0.0002,-0.0002,,4,R,Parts per million
Ammonia (SP),22604,50,Intermittent,ANNULAR DIFFUSION DENUDER,ION CHROMATOGRAPH,,,,0.02,0,,2,R,Micrograms/cubic meter (25 C)
Ammonia (precip),62604,17,Intermittent,ANDERSON RAINFALL BUCKET,AUTOMATED PHENATE VIA TRAACS 800,,,,0.01,0,,2,R,Milligrams/liter
Ammonia (precip),62604,18,Intermittent,AEROCHEM RAINFALL BUCKET (MOD),FLOW INJECTION (COLORIMETRIC),,,,0.01,0,,2,R,Milligrams/liter
Ammonium (SP),22301,71,Intermittent,BUCKET,SODIUM PHENOLATE (APCA),,,,0.5,0,,1,R,Grams/sq meter/month
Ammonium (SP),22301,72,Intermittent,BUCKET,NESSLER (APCA),,,,0.5,0,,1,R,Grams/sq meter/month
Ammonium (SP),22301,81,Intermittent,BUCKET,SODIUM PHENOLATE (ASTM),,,,0.5,0,,1,R,Grams/sq meter/month
Ammonium (SP),22301,82,Intermittent,BUCKET,NESSLER (ASTM),,,,0.5,0,,1,R,Grams/sq meter/month
Ammonium (TSP) STP,12301,91,Intermittent,HI-VOL,NESSLER,,,,0.05,0,,2,R,Micrograms/cubic meter (25 C)
Ammonium (TSP) STP,12301,92,Intermittent,HI-VOL,SODIUM PHENOLATE,,,,0.05,0,,2,R,Micrograms/cubic meter (25 C)
Ammonium (TSP) STP,12301,93,Intermittent,HI-VOL,POTENTIOMETRIC ION SELEC. ELECTRODE,,,,0.01,0,,2,R,Micrograms/cubic meter (25 C)
